Date,City,Program,Campaign,Donor_Type,Donation_Amount_INR,Beneficiaries,Volunteers,Expenses_INR,Event_Type,Gender_Focus,Age_Group,New_Donors,Returning_Donors,Meals_Distributed,Clothes_Distributed,Sanitary_Kits_Distributed,Animals_Fed,Satisfaction_Score
6/30/2025,Bhopal,Clothes Distribution,Festival Donation,Individual,20045,122,14,10229,Awareness Session,Women,Mixed,11,10,0,244,0,0,4.9
7/1/2025,Jaipur,Food Distribution,Community Kitchen,Crowdfunding,27478,294,16,20038,Awareness Session,Women,Mixed,12,15,294,0,0,0,4.4
7/1/2025,Bhopal,Food Distribution,Weekend Meal Drive,Individual,80733,196,27,48000,Training,Youth,Mixed,25,27,196,0,0,0,4.2
7/1/2025,Bhopal,Animal Welfare,Street Animal Drive,Crowdfunding,49323,326,36,33646,Camp,Youth,Adults,22,11,0,0,0,115,4.8
7/1/2025,Noida,Food Distribution,Zero Hunger,Crowdfunding,90715,174,24,64366,Training,Children,Mixed,14,20,348,0,0,0,4.8
7/1/2025,Gwalior,Clothes Distribution,Hope Closet,Crowdfunding,47458,326,13,23207,Distribution Drive,Women,Mixed,15,14,0,652,0,0,4.7
7/1/2025,Noida,Animal Welfare,Animal Care,NGO Partner,74511,70,12,49636,Fundraiser,All,Mixed,20,12,0,0,0,177,3.6
7/2/2025,Indore,Women Hygiene,Health Awareness,Corporate,76950,297,40,43759,Workshop,All,Mixed,5,9,0,0,297,0,4.7
7/2/2025,Pune,Health Camp,Blood Donation,Individual,64492,71,32,43064,Awareness Session,Children,Children,17,17,0,0,0,0,4
7/2/2025,Noida,Women Hygiene,Pink Care,NGO Partner,40569,273,25,29070,Fundraiser,All,Teenagers,22,15,0,0,273,0,4.8
7/2/2025,Gwalior,Education,Back to School,Crowdfunding,26939,118,15,13565,Awareness Session,Women,Mixed,3,15,0,0,0,0,5
7/3/2025,Noida,Clothes Distribution,Winter Warmth,Corporate,61258,102,20,46782,Training,Women,Children,3,26,0,102,0,0,4.9
7/3/2025,Gwalior,Health Camp,Health Checkup,Crowdfunding,64778,326,24,40618,Fundraiser,Youth,Teenagers,16,28,0,0,0,0,4.9
7/3/2025,Noida,Women Hygiene,Health Awareness,Corporate,53301,271,41,27276,Awareness Session,Youth,Teenagers,3,21,0,0,271,0,4.2
7/3/2025,Delhi,Food Distribution,Zero Hunger,NGO Partner,80733,230,36,39943,Workshop,All,Teenagers,7,28,690,0,0,0,4.6
7/3/2025,Mumbai,Food Distribution,Community Kitchen,Corporate,81995,233,25,42599,Distribution Drive,Youth,Children,16,9,466,0,0,0,4.2
7/3/2025,Lucknow,Food Distribution,Zero Hunger,Individual,71760,119,30,39011,Workshop,All,Children,17,24,357,0,0,0,4.7
7/4/2025,Mumbai,Education,Digital Learning,Individual,61415,311,19,31036,Training,Women,Mixed,14,30,0,0,0,0,3.9
7/4/2025,Delhi,Health Camp,Health Checkup,Individual,74250,181,44,51689,Workshop,Youth,Mixed,20,5,0,0,0,0,4.2
7/4/2025,Gwalior,Food Distribution,Zero Hunger,NGO Partner,83114,81,15,49471,Fundraiser,All,Adults,19,21,243,0,0,0,4.7
7/4/2025,Mumbai,Food Distribution,Zero Hunger,Corporate,51290,247,30,23815,Workshop,All,Adults,16,19,247,0,0,0,4.9
7/5/2025,Jaipur,Animal Welfare,Feed the Strays,Individual,67956,304,41,41007,Distribution Drive,All,Teenagers,15,17,0,0,0,138,4
7/5/2025,Lucknow,Animal Welfare,Street Animal Drive,NGO Partner,52671,65,37,26301,Distribution Drive,All,Mixed,3,20,0,0,0,60,4.5
7/5/2025,Jaipur,Women Hygiene,Pink Care,NGO Partner,51640,126,16,38401,Distribution Drive,Children,Teenagers,7,17,0,0,126,0,4
7/5/2025,Indore,Food Distribution,Zero Hunger,NGO Partner,64969,86,43,41677,Awareness Session,Children,Children,21,7,258,0,0,0,5
7/5/2025,Lucknow,Women Hygiene,Health Awareness,Individual,61536,275,41,37464,Distribution Drive,Youth,Mixed,24,24,0,0,275,0,3.6
7/5/2025,Noida,Food Distribution,Zero Hunger,NGO Partner,39779,106,15,31692,Awareness Session,Children,Adults,3,11,106,0,0,0,3.8
7/6/2025,Jaipur,Education,Back to School,Corporate,69391,219,34,54389,Workshop,Youth,Mixed,11,11,0,0,0,0,3.9
7/6/2025,Pune,Animal Welfare,Street Animal Drive,Crowdfunding,65823,82,43,37670,Workshop,Children,Adults,15,8,0,0,0,146,4.4
7/6/2025,Gwalior,Animal Welfare,Street Animal Drive,Crowdfunding,67026,114,24,33109,Camp,Youth,Adults,16,25,0,0,0,194,4
7/6/2025,Gwalior,Women Hygiene,Dignity Drive,Individual,57983,257,23,28669,Fundraiser,All,Mixed,11,27,0,0,257,0,4
7/6/2025,Bhopal,Education,Books for All,NGO Partner,74466,95,19,45372,Distribution Drive,Youth,Children,5,30,0,0,0,0,4.6
7/7/2025,Delhi,Women Hygiene,Dignity Drive,Individual,63775,77,27,48551,Workshop,Women,Children,20,21,0,0,77,0,4
7/7/2025,Mumbai,Women Hygiene,Dignity Drive,Individual,41060,345,12,28770,Distribution Drive,Women,Teenagers,14,31,0,0,345,0,3.7
7/7/2025,Pune,Health Camp,Blood Donation,Corporate,40369,76,43,26726,Distribution Drive,Youth,Adults,3,10,0,0,0,0,5
7/7/2025,Bhopal,Food Distribution,Community Kitchen,Individual,38729,83,25,25111,Awareness Session,Women,Teenagers,5,25,166,0,0,0,3.6
7/7/2025,Bhopal,Women Hygiene,Health Awareness,Corporate,42264,327,36,32835,Distribution Drive,Children,Teenagers,9,18,0,0,327,0,4.9
7/8/2025,Delhi,Education,Digital Learning,Individual,23399,285,23,14425,Camp,All,Teenagers,3,13,0,0,0,0,4.7
7/8/2025,Gwalior,Clothes Distribution,Festival Donation,Crowdfunding,44288,88,13,29565,Awareness Session,Children,Children,15,20,0,176,0,0,3.7
7/8/2025,Bhopal,Clothes Distribution,Festival Donation,NGO Partner,38553,139,34,18816,Workshop,Children,Teenagers,7,17,0,278,0,0,4.4
7/8/2025,Mumbai,Women Hygiene,Pink Care,Individual,37427,203,30,17700,Training,Women,Teenagers,25,16,0,0,203,0,4.9
7/9/2025,Indore,Animal Welfare,Animal Care,Individual,70831,335,44,52804,Workshop,All,Teenagers,3,29,0,0,0,112,4.6
7/9/2025,Noida,Education,Back to School,Corporate,21284,183,36,9690,Training,All,Adults,16,14,0,0,0,0,4.9
7/9/2025,Ahmedabad,Animal Welfare,Animal Care,NGO Partner,21131,79,32,16599,Fundraiser,Youth,Adults,15,24,0,0,0,247,4.6
7/9/2025,Ahmedabad,Health Camp,Medical Camp,Crowdfunding,45750,116,22,34294,Awareness Session,Women,Children,13,30,0,0,0,0,4
7/9/2025,Bhopal,Animal Welfare,Street Animal Drive,Corporate,20194,51,36,10827,Training,Women,Teenagers,17,29,0,0,0,182,4.7
7/9/2025,Gwalior,Women Hygiene,Dignity Drive,NGO Partner,71778,94,31,57117,Awareness Session,All,Mixed,7,11,0,0,94,0,4.6
7/10/2025,Jaipur,Women Hygiene,Pink Care,Crowdfunding,37283,110,24,18109,Awareness Session,Women,Mixed,20,32,0,0,110,0,3.8
7/10/2025,Noida,Food Distribution,Community Kitchen,Individual,88457,283,40,45803,Camp,Youth,Adults,19,23,849,0,0,0,4.3
7/10/2025,Ahmedabad,Women Hygiene,Health Awareness,Individual,63163,326,39,39495,Fundraiser,Women,Teenagers,25,5,0,0,326,0,3.6
7/10/2025,Gwalior,Women Hygiene,Health Awareness,Crowdfunding,21417,55,17,16796,Camp,Children,Adults,17,27,0,0,55,0,3.8
7/10/2025,Mumbai,Food Distribution,Community Kitchen,NGO Partner,83089,103,37,54972,Workshop,Women,Adults,22,31,103,0,0,0,4.2
7/11/2025,Bhopal,Animal Welfare,Street Animal Drive,Crowdfunding,20437,322,14,9295,Distribution Drive,Women,Adults,22,32,0,0,0,86,4.1
7/11/2025,Noida,Women Hygiene,Health Awareness,Individual,25451,66,31,15474,Distribution Drive,All,Mixed,25,24,0,0,66,0,4.1
7/11/2025,Mumbai,Animal Welfare,Street Animal Drive,Corporate,28211,52,19,21057,Training,All,Teenagers,22,25,0,0,0,118,4.8
7/11/2025,Gwalior,Education,Digital Learning,Individual,64201,191,29,38631,Awareness Session,All,Teenagers,19,34,0,0,0,0,4
7/11/2025,Bhopal,Health Camp,Blood Donation,Corporate,30969,292,14,23729,Fundraiser,Youth,Adults,22,22,0,0,0,0,3.7
7/12/2025,Indore,Health Camp,Medical Camp,Individual,60561,212,10,29225,Training,Children,Children,15,24,0,0,0,0,3.6
7/12/2025,Lucknow,Education,Books for All,Crowdfunding,47757,221,18,28522,Training,Youth,Adults,11,17,0,0,0,0,4.3
7/12/2025,Jaipur,Food Distribution,Weekend Meal Drive,Crowdfunding,76149,115,32,60439,Fundraiser,Women,Children,19,13,230,0,0,0,4.7
7/12/2025,Pune,Education,Digital Learning,NGO Partner,28700,169,16,16213,Training,All,Teenagers,10,26,0,0,0,0,4.7
7/13/2025,Ahmedabad,Health Camp,Health Checkup,Corporate,49279,158,11,35066,Training,Youth,Mixed,22,14,0,0,0,0,5
7/13/2025,Mumbai,Animal Welfare,Feed the Strays,Individual,35679,328,29,19111,Fundraiser,All,Children,7,29,0,0,0,200,4.9
7/13/2025,Jaipur,Health Camp,Blood Donation,NGO Partner,51554,104,30,31073,Workshop,All,Teenagers,5,10,0,0,0,0,4.1
7/13/2025,Lucknow,Health Camp,Medical Camp,Corporate,34030,336,27,26538,Camp,Youth,Children,18,34,0,0,0,0,3.5
7/14/2025,Lucknow,Clothes Distribution,Winter Warmth,Individual,25594,260,8,18105,Fundraiser,Women,Teenagers,23,7,0,260,0,0,4
7/14/2025,Delhi,Food Distribution,Weekend Meal Drive,Individual,49479,129,28,31225,Camp,Women,Children,14,33,258,0,0,0,4.6
7/14/2025,Indore,Women Hygiene,Health Awareness,Corporate,66402,139,31,32315,Distribution Drive,All,Teenagers,4,10,0,0,139,0,4.3
7/14/2025,Lucknow,Animal Welfare,Street Animal Drive,NGO Partner,34169,163,8,18139,Training,Children,Children,15,35,0,0,0,73,4
7/14/2025,Delhi,Education,Back to School,Crowdfunding,39495,264,44,25335,Workshop,Youth,Children,14,12,0,0,0,0,4.1
7/14/2025,Lucknow,Animal Welfare,Street Animal Drive,Crowdfunding,32033,268,39,20587,Workshop,Children,Mixed,9,22,0,0,0,229,4.3
7/15/2025,Lucknow,Food Distribution,Community Kitchen,Individual,39100,313,43,23586,Fundraiser,Children,Teenagers,8,11,939,0,0,0,4
7/15/2025,Pune,Women Hygiene,Dignity Drive,NGO Partner,77400,344,40,46889,Fundraiser,Children,Teenagers,9,21,0,0,344,0,4.3
7/15/2025,Jaipur,Clothes Distribution,Winter Warmth,Crowdfunding,72384,190,28,32967,Awareness Session,All,Teenagers,5,21,0,380,0,0,4.6
7/15/2025,Jaipur,Women Hygiene,Health Awareness,Individual,71942,322,9,55190,Camp,Women,Mixed,23,9,0,0,322,0,4.9
7/16/2025,Lucknow,Health Camp,Blood Donation,Corporate,74592,218,45,53712,Workshop,Youth,Adults,19,23,0,0,0,0,4
7/16/2025,Pune,Food Distribution,Community Kitchen,Individual,29899,125,34,18012,Distribution Drive,Children,Mixed,24,11,125,0,0,0,4.6
7/16/2025,Delhi,Education,Books for All,Individual,70998,316,26,46337,Awareness Session,Women,Mixed,9,5,0,0,0,0,4.8
7/16/2025,Bhopal,Food Distribution,Weekend Meal Drive,NGO Partner,78480,278,8,39401,Distribution Drive,Youth,Children,19,21,278,0,0,0,4.8
7/16/2025,Bhopal,Food Distribution,Community Kitchen,Corporate,37348,118,20,20301,Camp,Women,Mixed,19,12,118,0,0,0,4.1
7/16/2025,Noida,Health Camp,Medical Camp,Individual,40984,109,17,28454,Workshop,All,Children,23,27,0,0,0,0,4.8
7/17/2025,Mumbai,Food Distribution,Community Kitchen,Individual,63397,343,33,31503,Distribution Drive,Women,Teenagers,20,27,1029,0,0,0,4.2
7/17/2025,Lucknow,Education,Books for All,NGO Partner,22877,68,15,17329,Workshop,Youth,Children,5,7,0,0,0,0,3.6
7/17/2025,Delhi,Clothes Distribution,Hope Closet,Crowdfunding,49336,167,45,35639,Awareness Session,Youth,Children,16,12,0,167,0,0,4
7/17/2025,Lucknow,Education,Digital Learning,Corporate,65329,183,27,42605,Workshop,Children,Teenagers,23,22,0,0,0,0,5
7/18/2025,Pune,Health Camp,Health Checkup,Corporate,69760,117,36,43578,Camp,Children,Children,21,9,0,0,0,0,4.5
7/18/2025,Jaipur,Women Hygiene,Dignity Drive,Crowdfunding,77767,59,20,58489,Fundraiser,Women,Mixed,6,30,0,0,59,0,4.9
7/18/2025,Lucknow,Health Camp,Health Checkup,Crowdfunding,36319,340,22,22360,Awareness Session,Women,Mixed,6,11,0,0,0,0,3.9
7/18/2025,Ahmedabad,Animal Welfare,Street Animal Drive,Corporate,25919,213,23,15375,Fundraiser,Women,Teenagers,14,11,0,0,0,109,3.9
7/18/2025,Lucknow,Education,Back to School,Crowdfunding,40337,288,38,22694,Camp,Youth,Mixed,25,18,0,0,0,0,4.3
7/18/2025,Bhopal,Food Distribution,Weekend Meal Drive,NGO Partner,27839,218,34,15627,Awareness Session,Children,Children,6,11,436,0,0,0,3.9
7/19/2025,Indore,Health Camp,Blood Donation,Individual,43176,214,17,20249,Training,Children,Mixed,12,24,0,0,0,0,4.7
7/19/2025,Gwalior,Food Distribution,Zero Hunger,Corporate,63964,218,26,41861,Distribution Drive,All,Mixed,25,14,436,0,0,0,3.5
7/19/2025,Delhi,Health Camp,Blood Donation,Corporate,39839,66,42,29388,Training,Youth,Mixed,8,26,0,0,0,0,4.4
7/19/2025,Noida,Education,Digital Learning,Crowdfunding,73089,255,33,40825,Training,Women,Adults,23,13,0,0,0,0,3.9
7/20/2025,Bhopal,Animal Welfare,Animal Care,NGO Partner,69568,223,40,46248,Fundraiser,Women,Adults,12,24,0,0,0,41,4
7/20/2025,Jaipur,Food Distribution,Weekend Meal Drive,Individual,52288,241,37,41437,Awareness Session,Youth,Mixed,6,31,241,0,0,0,4.7
7/20/2025,Ahmedabad,Clothes Distribution,Hope Closet,Individual,25604,166,30,18118,Camp,All,Mixed,14,23,0,332,0,0,3.8
7/20/2025,Gwalior,Animal Welfare,Feed the Strays,Individual,34325,145,27,15802,Distribution Drive,All,Children,18,8,0,0,0,84,4.4
7/20/2025,Jaipur,Health Camp,Blood Donation,NGO Partner,42287,53,9,24048,Distribution Drive,All,Children,6,24,0,0,0,0,4.9
7/21/2025,Pune,Food Distribution,Weekend Meal Drive,Individual,87402,337,45,45347,Training,Youth,Mixed,16,34,674,0,0,0,4.4
7/21/2025,Jaipur,Clothes Distribution,Winter Warmth,Individual,46051,262,40,36155,Workshop,Women,Adults,25,21,0,262,0,0,4.2
7/21/2025,Gwalior,Women Hygiene,Health Awareness,Crowdfunding,39534,323,9,28773,Distribution Drive,All,Children,17,18,0,0,323,0,3.8
7/21/2025,Indore,Health Camp,Health Checkup,Crowdfunding,33596,270,9,26767,Training,Children,Mixed,14,35,0,0,0,0,3.7
7/21/2025,Pune,Food Distribution,Weekend Meal Drive,Individual,56341,62,32,42192,Camp,Women,Teenagers,10,28,186,0,0,0,4.6
7/21/2025,Mumbai,Women Hygiene,Pink Care,NGO Partner,30366,239,21,20917,Camp,Youth,Mixed,24,23,0,0,239,0,4.8
7/22/2025,Delhi,Health Camp,Health Checkup,Crowdfunding,61553,106,33,42888,Training,Women,Adults,9,22,0,0,0,0,4
7/22/2025,Delhi,Women Hygiene,Dignity Drive,Individual,78491,191,17,56031,Distribution Drive,Children,Adults,3,15,0,0,191,0,3.6
7/22/2025,Mumbai,Food Distribution,Weekend Meal Drive,Individual,71874,130,9,52958,Awareness Session,Women,Adults,12,32,390,0,0,0,4.7
7/22/2025,Ahmedabad,Women Hygiene,Health Awareness,Crowdfunding,75120,282,31,41913,Fundraiser,Children,Children,24,16,0,0,282,0,3.5
7/22/2025,Bhopal,Education,Back to School,Crowdfunding,37048,167,16,26773,Camp,Women,Children,25,6,0,0,0,0,4
7/23/2025,Indore,Health Camp,Blood Donation,Crowdfunding,51555,258,18,26361,Camp,Women,Mixed,23,24,0,0,0,0,3.7
7/23/2025,Delhi,Animal Welfare,Street Animal Drive,Individual,28524,149,34,15820,Distribution Drive,Women,Teenagers,19,25,0,0,0,131,4.5
7/23/2025,Pune,Clothes Distribution,Festival Donation,NGO Partner,77058,250,18,34999,Workshop,Youth,Children,9,8,0,250,0,0,4.5
7/23/2025,Bhopal,Food Distribution,Zero Hunger,NGO Partner,74010,291,45,57755,Training,Women,Adults,3,14,873,0,0,0,4.3
7/23/2025,Lucknow,Food Distribution,Community Kitchen,Corporate,85313,249,36,55050,Workshop,Women,Adults,12,7,747,0,0,0,4.9
7/24/2025,Noida,Women Hygiene,Pink Care,Corporate,63369,348,31,31695,Training,All,Mixed,4,34,0,0,348,0,3.7
7/24/2025,Pune,Food Distribution,Community Kitchen,NGO Partner,72885,318,30,37738,Distribution Drive,Women,Teenagers,20,27,636,0,0,0,3.8
7/24/2025,Ahmedabad,Health Camp,Medical Camp,Corporate,49339,184,32,28604,Workshop,Women,Teenagers,10,35,0,0,0,0,3.9
7/24/2025,Bhopal,Health Camp,Medical Camp,NGO Partner,20871,125,35,14268,Training,Youth,Mixed,6,24,0,0,0,0,4.3
7/24/2025,Mumbai,Women Hygiene,Dignity Drive,Crowdfunding,72451,91,11,37251,Awareness Session,All,Teenagers,7,9,0,0,91,0,3.8
7/25/2025,Bhopal,Animal Welfare,Street Animal Drive,NGO Partner,42831,117,39,32236,Fundraiser,All,Teenagers,23,25,0,0,0,175,4.2
7/25/2025,Gwalior,Clothes Distribution,Winter Warmth,Corporate,77861,325,12,46896,Workshop,All,Children,17,8,0,325,0,0,4.9
7/25/2025,Delhi,Women Hygiene,Pink Care,Individual,49943,269,37,23675,Distribution Drive,All,Mixed,23,22,0,0,269,0,4.6
7/25/2025,Noida,Food Distribution,Community Kitchen,Crowdfunding,76602,153,27,46126,Distribution Drive,Children,Teenagers,14,5,153,0,0,0,4.5
7/25/2025,Pune,Clothes Distribution,Winter Warmth,NGO Partner,27064,102,44,17160,Fundraiser,Women,Mixed,10,19,0,204,0,0,4
7/26/2025,Mumbai,Food Distribution,Zero Hunger,Crowdfunding,88114,76,43,55107,Distribution Drive,Women,Children,25,33,76,0,0,0,4.6
7/26/2025,Delhi,Food Distribution,Community Kitchen,Crowdfunding,45693,106,31,29035,Awareness Session,Children,Adults,22,6,212,0,0,0,4.8
7/26/2025,Indore,Clothes Distribution,Winter Warmth,NGO Partner,34519,50,44,26102,Training,Women,Children,16,35,0,50,0,0,3.8
7/26/2025,Indore,Women Hygiene,Health Awareness,Corporate,57507,236,34,43279,Camp,Children,Children,24,5,0,0,236,0,4
7/26/2025,Gwalior,Food Distribution,Community Kitchen,Individual,91847,80,30,53417,Workshop,Youth,Teenagers,15,29,160,0,0,0,4.4
7/26/2025,Jaipur,Women Hygiene,Pink Care,Individual,38742,210,18,24339,Camp,Youth,Children,18,6,0,0,210,0,4.1
7/27/2025,Delhi,Education,Books for All,NGO Partner,24241,240,21,14928,Training,Youth,Teenagers,23,33,0,0,0,0,4.6
7/27/2025,Ahmedabad,Education,Books for All,Individual,64922,119,33,31900,Fundraiser,Women,Children,18,27,0,0,0,0,4.9
7/27/2025,Pune,Animal Welfare,Street Animal Drive,Individual,70973,130,37,46341,Training,All,Mixed,24,7,0,0,0,153,4.5
7/27/2025,Delhi,Health Camp,Medical Camp,Individual,42252,100,16,32596,Fundraiser,All,Mixed,25,21,0,0,0,0,4.4
7/27/2025,Gwalior,Education,Back to School,NGO Partner,38336,271,16,26962,Workshop,Children,Teenagers,9,35,0,0,0,0,4.7
7/27/2025,Gwalior,Education,Books for All,Individual,35710,83,43,18912,Training,All,Mixed,12,6,0,0,0,0,3.9
7/28/2025,Ahmedabad,Women Hygiene,Dignity Drive,NGO Partner,42369,153,21,24533,Fundraiser,Women,Mixed,20,30,0,0,153,0,4.2
7/28/2025,Gwalior,Education,Digital Learning,Corporate,48535,199,19,21954,Fundraiser,Children,Adults,3,13,0,0,0,0,4.8
7/28/2025,Mumbai,Education,Digital Learning,Individual,26362,248,28,16222,Camp,All,Mixed,13,20,0,0,0,0,4.1
7/28/2025,Indore,Education,Back to School,Crowdfunding,71487,344,40,41445,Fundraiser,All,Children,9,11,0,0,0,0,3.7
7/29/2025,Noida,Animal Welfare,Street Animal Drive,Corporate,58027,128,18,38749,Fundraiser,Women,Teenagers,7,35,0,0,0,197,4.5
7/29/2025,Ahmedabad,Health Camp,Health Checkup,Crowdfunding,40476,122,39,24408,Awareness Session,All,Adults,9,34,0,0,0,0,3.9
7/29/2025,Lucknow,Health Camp,Blood Donation,Corporate,23762,66,22,11819,Distribution Drive,Women,Children,23,35,0,0,0,0,3.7
7/29/2025,Indore,Clothes Distribution,Festival Donation,NGO Partner,53926,349,32,36683,Fundraiser,Children,Mixed,15,26,0,698,0,0,3.5
7/29/2025,Ahmedabad,Education,Digital Learning,Crowdfunding,56552,323,35,29410,Training,Children,Mixed,21,21,0,0,0,0,4.2
7/30/2025,Gwalior,Health Camp,Medical Camp,Individual,32736,84,30,24127,Camp,Youth,Adults,20,31,0,0,0,0,4.7
7/30/2025,Mumbai,Women Hygiene,Health Awareness,Individual,21098,295,42,13433,Training,Youth,Adults,6,13,0,0,295,0,3.8
7/30/2025,Lucknow,Clothes Distribution,Festival Donation,NGO Partner,48640,57,21,32409,Awareness Session,Children,Mixed,17,18,0,114,0,0,3.9
7/30/2025,Mumbai,Animal Welfare,Street Animal Drive,Corporate,76185,176,26,41478,Training,Women,Mixed,10,24,0,0,0,83,5
7/30/2025,Delhi,Education,Back to School,Crowdfunding,65288,339,21,51163,Camp,Women,Adults,21,13,0,0,0,0,3.5
7/30/2025,Mumbai,Women Hygiene,Dignity Drive,NGO Partner,54045,112,20,36551,Distribution Drive,All,Teenagers,17,18,0,0,112,0,4.7
7/31/2025,Lucknow,Food Distribution,Community Kitchen,NGO Partner,43012,272,45,29917,Awareness Session,Children,Teenagers,19,34,816,0,0,0,3.7
7/31/2025,Gwalior,Health Camp,Health Checkup,Corporate,49667,201,37,28074,Workshop,Women,Mixed,15,32,0,0,0,0,4
7/31/2025,Noida,Health Camp,Health Checkup,Individual,71919,333,39,38873,Camp,Children,Mixed,14,22,0,0,0,0,4.5
7/31/2025,Lucknow,Women Hygiene,Pink Care,NGO Partner,48166,92,28,21850,Awareness Session,Youth,Adults,10,12,0,0,92,0,4.1
7/31/2025,Jaipur,Food Distribution,Community Kitchen,Corporate,79203,163,20,43066,Camp,All,Adults,8,7,489,0,0,0,4.3
8/1/2025,Bhopal,Food Distribution,Community Kitchen,NGO Partner,35518,301,9,25668,Camp,Children,Children,22,34,903,0,0,0,4.9
8/1/2025,Lucknow,Clothes Distribution,Festival Donation,Crowdfunding,49989,124,27,22677,Training,Children,Teenagers,24,27,0,124,0,0,4.7
8/1/2025,Mumbai,Education,Books for All,Crowdfunding,31492,129,37,22617,Fundraiser,Children,Children,13,32,0,0,0,0,3.7
8/1/2025,Bhopal,Health Camp,Medical Camp,NGO Partner,35545,157,28,17350,Distribution Drive,Youth,Mixed,9,21,0,0,0,0,4.4
8/2/2025,Gwalior,Animal Welfare,Feed the Strays,Individual,34852,71,30,20960,Camp,Youth,Adults,11,29,0,0,0,246,4
8/2/2025,Indore,Health Camp,Health Checkup,NGO Partner,39161,220,13,30226,Training,All,Adults,7,16,0,0,0,0,4.7
8/2/2025,Noida,Animal Welfare,Animal Care,Individual,59545,70,31,32162,Workshop,Children,Mixed,5,6,0,0,0,202,4.4
8/2/2025,Jaipur,Women Hygiene,Dignity Drive,Corporate,73381,129,22,47945,Fundraiser,Children,Adults,15,14,0,0,129,0,4.3
8/2/2025,Indore,Health Camp,Medical Camp,Individual,77704,156,34,51572,Training,Women,Adults,5,29,0,0,0,0,4.1
8/2/2025,Gwalior,Food Distribution,Weekend Meal Drive,Individual,26422,314,44,12249,Camp,All,Teenagers,24,9,314,0,0,0,3.5
8/3/2025,Jaipur,Clothes Distribution,Hope Closet,NGO Partner,33552,66,28,22512,Training,All,Teenagers,22,33,0,66,0,0,4.7
8/3/2025,Delhi,Clothes Distribution,Festival Donation,NGO Partner,77019,155,27,38044,Awareness Session,Children,Adults,20,6,0,155,0,0,3.7
8/3/2025,Delhi,Education,Digital Learning,Corporate,41525,154,31,27577,Fundraiser,All,Mixed,7,24,0,0,0,0,4.9
8/3/2025,Indore,Women Hygiene,Health Awareness,Individual,21511,157,28,10070,Fundraiser,Women,Teenagers,16,19,0,0,157,0,4.9
8/3/2025,Pune,Animal Welfare,Animal Care,Crowdfunding,54294,177,24,34461,Fundraiser,All,Teenagers,21,25,0,0,0,58,3.9
8/4/2025,Lucknow,Animal Welfare,Animal Care,Crowdfunding,51633,155,25,29286,Fundraiser,Children,Children,16,14,0,0,0,105,3.6
8/4/2025,Indore,Clothes Distribution,Winter Warmth,Corporate,71931,202,9,38800,Camp,All,Adults,12,30,0,202,0,0,4.1
8/4/2025,Pune,Women Hygiene,Health Awareness,Individual,63632,233,36,43939,Fundraiser,Women,Children,4,22,0,0,233,0,4.9
8/4/2025,Noida,Clothes Distribution,Festival Donation,Individual,60102,341,40,37913,Fundraiser,Children,Adults,12,8,0,682,0,0,4.2
8/4/2025,Delhi,Animal Welfare,Animal Care,Individual,36088,146,14,27277,Distribution Drive,Youth,Mixed,3,33,0,0,0,204,4.9
8/4/2025,Mumbai,Women Hygiene,Health Awareness,Individual,79565,87,20,46248,Training,Children,Mixed,16,33,0,0,87,0,3.9
8/5/2025,Lucknow,Animal Welfare,Animal Care,Corporate,56211,229,10,30206,Distribution Drive,Women,Adults,3,29,0,0,0,201,4.5
8/5/2025,Noida,Clothes Distribution,Hope Closet,Corporate,53333,293,17,38658,Distribution Drive,Youth,Teenagers,3,20,0,293,0,0,4.9
8/5/2025,Ahmedabad,Clothes Distribution,Hope Closet,NGO Partner,54511,136,40,41905,Workshop,Children,Adults,13,16,0,272,0,0,4.7
8/5/2025,Lucknow,Food Distribution,Community Kitchen,Crowdfunding,40707,54,32,20450,Training,Youth,Mixed,18,18,54,0,0,0,4.6
8/5/2025,Indore,Health Camp,Blood Donation,Individual,78012,224,43,53036,Training,Youth,Mixed,13,15,0,0,0,0,4.3
8/6/2025,Jaipur,Animal Welfare,Animal Care,Individual,74912,186,17,38264,Awareness Session,Women,Adults,3,10,0,0,0,197,4.3
8/6/2025,Jaipur,Health Camp,Blood Donation,Individual,54601,56,36,28224,Workshop,Women,Teenagers,10,32,0,0,0,0,4.5
8/6/2025,Ahmedabad,Women Hygiene,Pink Care,Crowdfunding,50833,282,38,39436,Training,All,Children,5,11,0,0,282,0,3.6
8/6/2025,Gwalior,Education,Back to School,Corporate,50695,331,11,26089,Distribution Drive,Youth,Adults,6,17,0,0,0,0,4.3
8/6/2025,Indore,Education,Back to School,Individual,64312,339,14,44090,Fundraiser,All,Mixed,9,28,0,0,0,0,4
8/7/2025,Lucknow,Animal Welfare,Street Animal Drive,Individual,41913,344,40,30629,Camp,Youth,Teenagers,13,18,0,0,0,43,4.2
8/7/2025,Bhopal,Food Distribution,Weekend Meal Drive,NGO Partner,69785,194,37,37172,Distribution Drive,All,Adults,3,17,582,0,0,0,3.5
8/7/2025,Pune,Women Hygiene,Health Awareness,Crowdfunding,45330,202,23,27091,Distribution Drive,Women,Children,14,24,0,0,202,0,4.3
8/7/2025,Bhopal,Clothes Distribution,Winter Warmth,Individual,26569,87,17,12038,Distribution Drive,Women,Teenagers,13,23,0,174,0,0,4
